eXoID	MobyID	Game	Safe	File	Folder	Year	Publisher	Developer	Genre	Perspective	SubGenre	Misc	Series	URL	Collection	Notes	Compilation?	Foreign?	Add-On Included?	3D Graphics Card	3DFX Enabled	Video Modes	Video Resolution	SC55 Enabled	MT32 Enabled	Tandy Sound Enabled	Printer Support?	Max Players	Min CPU
DOS03014	131	King's Quest VI: Heir Today, Gone Tomorrow	King's Quest VI - Heir Today Gone Tomorrow	King's Quest VI - Heir Today Gone Tomorrow (1992).zip	KQ6CD	1992				3rd-Person Perspective	Fantasy, Puzzle-Solving		King's Quest series; Theme: Fantasy	http://www.mobygames.com/game/kings-quest-vi-heir-today-gone-tomorrow	Y							VGA; EGA; MCGA		Y	Y			1	Intel 80286
DOS04326	135	King's Quest VII: The Princeless Bride	King's Quest VII - The Princeless Bride	King's Quest VII - The Princeless Bride (1994).zip	KQ7	1994	Sierra On-Line, Inc.	Sierra On-Line, Inc.	Adventure	3rd-Person Perspective	Fantasy, Puzzle-Solving		King's Quest series; Theme: Fantasy	http://www.mobygames.com/game/roberta-williams-kings-quest-vii-the-princeless-bride	Y							SuperVGA		Y	Y			1	Intel i486 DX
DOS17516		King's Questions		King's Questions (1994).zip	kqquest	1994	Sierra On-Line, Inc.	Sierra On-Line, Inc.	Quiz				King's Quest series		Y													1	
DOS03015	13626	King's Table: The Legend of Ragnarok	King's Table - The Legend of Ragnarok	King's Table - The Legend of Ragnarok (1993).zip	kingtabl	1993					Board / Party Game			http://www.mobygames.com/game/kings-table-the-legend-of-ragnarok	Y							VGA			Y			2	Intel 8088 / 8086
DOS07964		King's Valley	King's Valley	King's Valley (1995).zip	KingVall	1995	Friends Software	Friends Software	Action; Platform				King's Valley series	http://nemo838.tistory.com/1583?category=701799	Y													1	
DOS07898		King's Valley 2	King's Valley 2	King's Valley 2 (1980).zip	KingVal2	1989	Aproman	Pohang University Computer Club	Action; Platform				King's Valley series	http://nemo838.tistory.com/1584?category=701799	Y													1	
DOS17515		Kirpich		Kirpich (2002).zip	kirpich	2002	Freeware	Digital Graffiti	Paddle & Pong				Breakout variants		Y													1	
DOS00236		Kitadel	Kitadel	Kitadel (1987).zip	Kitadel	1987	Softdisk Publishing	Softdisk Publishing	Adventure; Interactive Fiction						Y													1	
DOS03016	22280	Kithe #14	Kithe #14	Kithe #14 (1997).zip	Kithe14	1997	Mistigris	Mistigris	Adventure; Interactive Fiction	1st-Person Perspective	Interactive Fiction			http://www.mobygames.com/game/kithe-14	Y													1	
DOS06912	74385	Kitty of Death	Kitty of Death	Kitty of Death (1995).zip	KitDeath	1995	Freeware	John Isidoro	Action	Top-Down	Arcade			http://www.mobygames.com/game/kitty-of-death	Y													1	
DOS03017	520	KKND: Krush Kill 'n Destroy	KKND - Krush, Kill 'N' Destroy	KKND - Krush, Kill 'N' Destroy (1997).zip	kknd	1997				Isometric	Post-Apocalyptic,Real-Time			http://www.mobygames.com/game/kknd-krush-kill-n-destroy	Y							VESA; SuperVGA						6	Intel Pentium
DOS03018	45491	Klass of '99	Klass of '99	Klass of '99 (1999).zip	klass99	1999	RetroSpec	RetroSpec	Action; Adventure	3rd-Person Perspective, Side-Scrolling			Enhanced remakes; Fangames	http://www.mobygames.com/game/klass-of-99	Y							VGA (Tweaked); VESA	320x240					1	
DOS00003		Klaustrophobia	Klaustrophobia	Klaustrophobia (1994).zip	klaust	1994	Freeware	Carol Hovick	Adventure; Interactive Fiction						Y													1	
DOS03019	4642	Klax	Klax	Klax (1990).zip	klax	1990	Domark Software Ltd.	Atari, Inc.	Puzzle / Falling block puzzle	3rd-Person Perspective, Isometric	Arcade, Puzzle-Solving		Genre: Falling block puzzle	http://www.mobygames.com/game/klax	Y							CGA; VGA; EGA; Tandy / PCjr						2	Intel 8088 / 8086
DOS06913	66975	Klondike	Klondike	Klondike (1989).zip	Klondi89	1989	Freeware	Unknown	Casino		Cards / Tiles		Card game - Solitaire / Patience	http://www.mobygames.com/game/klondike	Y							VGA; EGA						1	
DOS15576		Klondike Moon	Klondike Moon	Klondike Moon (1997).zip	KlonMoon	1997	Terraform Software	Terraform Software	Strategy					https://www.old-games.ru/game/4457.html	Y													1	
DOS15577		Klondike Pro	Klondike Pro	Klondike Pro (1996).zip	KlonPro	1996	Vagabondo Enterprises	Vagabondo Enterprises	Casino				Card game - Solitaire / Patience	https://www.old-games.ru/game/6440.html	Y													1	
DOS03020	4248	Klondike Solitaire	Klondike Solitaire	Klondike Solitaire (1984).zip	klondike	1984	Mouse Systems Corporation	Mouse Systems Corporation	Casino	Top-Down	Cards / Tiles		Card game - Solitaire / Patience	http://www.mobygames.com/game/klondike-solitaire	Y													1	Intel 8088 / 8086
DOS15328		KNAX	KNAX	KNAX (1992).zip	KNAX	1992	Sparkasse	Delta Konzept	Action; Arcade				Advertising / Product tie-ins / Advergames	https://www.old-games.ru/game/7668.html	Y													2	
DOS15915		Knight Exchange	Knight Exchange	Knight Exchange (1988).zip	Kexchan	1988	Softdisk Publishing	Jim & Deborah Chambers	Puzzle; Strategy						Y													1	
DOS03022	54063	Knight Force	Knight Force	Knight Force (1989).zip	KnightFo	1989				3rd-Person Perspective, Platform, Side-Scrolling	Fantasy, Sci-Fi / Futuristic		Theme: Fantasy	http://www.mobygames.com/game/knight-force	Y							CGA; VGA; EGA; Hercules						1	Intel 8088 / 8086
DOS03023	1649	Knight Games	Knight Games	Knight Games (1988).zip	KnightGa	1988	Mastertronic, Inc.	English Software Company	Sports / Olympiad		Fantasy		Sports: Olympiad; Theme: Fantasy	http://www.mobygames.com/game/knight-games	Y							CGA; EGA; Tandy / PCjr						2	Intel 8088 / 8086
DOS03025	1292	Knight Orc	Knight Orc	Knight Orc (1987).zip	korc	1987					Fantasy, Interactive Fiction with Graphics, Real-Time		Theme: Fantasy	http://www.mobygames.com/game/knight-orc	Y							CGA; EGA; Hercules						1	Intel 8088 / 8086
DOS03024	6543	Knightmare	Knightmare	Knightmare (1992).zip	Knightma	1992	Friends Software	Friends Software	Action; Shooter	Top-Down	Arcade, Fantasy, Shooter		Knightmare games; Theme: Fantasy	http://www.mobygames.com/game/knightmare	Y													2	
DOS17509		Knights & Kings		Knights and Kings (1992).zip	intokk95	1992	Entrex Software Inc.	Entrex Software Inc.	Strategy; Education						Y													1	
DOS03026	1572	Knights of Legend	Knights of Legend	Knights of Legend (1989).zip	knitleg	1989	ORIGIN Systems, Inc.	ORIGIN Systems, Inc.	Role-Playing	Top-Down	Fantasy, Turn-based		Theme: Fantasy	http://www.mobygames.com/game/knights-of-legend	Y							CGA; EGA; Hercules; Tandy / PCjr						1	Intel 8088 / 8086
DOS03027	14804	Knights of the Desert: The North African Campaign of 1941-43	Knight's of the Desert - The North African Campaign of 1941-43	Knight's of the Desert - The North African Campaign of 1941-43 (1983).zip	kotdnac	1983	Strategic Simulations, Inc.	Tactical Design Group	Strategy	Top-Down	Historical Battle (specific/exact), Turn-based		Historical Conflict: World War II	http://www.mobygames.com/game/knights-of-the-desert	Y							CGA; CGA Composite (16 colors)						1	Intel 8088 / 8086
DOS03028	28	Knights of the Sky	Knights of the Sky	Knights of the Sky (1990).zip	Knightso	1990				1st-Person Perspective, 3rd-Person Perspective	Flight, Historical Battle (specific/exact)		Historical Conflict: World War I	http://www.mobygames.com/game/knights-of-the-sky	Y							CGA; VGA; EGA; Tandy / PCjr; MCGA			Y	Y		2	Intel 80286
DOS03029	1665	Knights of Xentar	Knights of Xentar	Knights of Xentar (1994).zip	kxentar	1994				Top-Down	Adult, Anime / Manga, Fantasy, Real-Time		Theme: Fantasy	http://www.mobygames.com/game/knights-of-xentar	Y							VGA						1	Intel i386 SX
DOS06914	67109	Knoxblock	Knoxblock	Knoxblock (1986).zip	KnoxBlok	1986	Freeware	Unknown	Action; Paddle & Pong	3rd-Person Perspective	Arcade, Paddle / Pong		Breakout variants	http://www.mobygames.com/game/knoxblock	Y							Tandy / PCjr						1	Intel 8088 / 8086
DOS05378	63861	Koach Tzabar	Koach Tzabar	Koach Tzabar (1997).zip	Tzabar	1997	Tzabar	pmd	Action	Top-Down	Arcade, Puzzle-Solving		Advertising / Product tie-ins / Advergames; QIX variants	http://www.mobygames.com/game/koach-tzabar	Y													1	
DOS03030	49017	Koach Tzabar 2	Koach Tzabar 2	Koach Tzabar 2 (1997).zip	Tzabar2	1997	Tzabar	pmd	Strategy	Top-Down	Mental training, Puzzle-Solving, Turn-based		Advertising / Product tie-ins / Advergames	http://www.mobygames.com/game/koach-tzabar-2	Y													2	
DOS05920	27107	Kobyashi Naru	Kobyashi Naru	Kobyashi Naru (1987).zip	kobynaru	1987	Mastertronic, Inc.	Mastertronic, Inc.	Adventure				Theme: Fantasy		Y													1	
DOS06915	66722	Komebumb	Komebumb	Komebumb (1996).zip	Komebumb	1996	Mago Ediciones SL	Island Dream Games & Soft	Action; Platform	Platform, Side-Scrolling	Arcade			http://www.mobygames.com/game/komebumb	Y													1	
DOS03032	48940	Kong's Revenge	Kong's Revenge	Kong's Revenge (1991).zip	KongsRev	1991	Zigurat Software S.L.	Zigurat Software S.L.	Action; Platform	3rd-Person Perspective, Platform, Side-Scrolling	Arcade		Donkey Kong variants	http://www.mobygames.com/game/kongs-revenge	Y							CGA; EGA						1	
DOS03033	35175	Koolah	Koolah	Koolah (1991).zip	Koolah	1991	Freeware	Marko Teittinen	Board Game / Party Game	Top-Down	Board / Party Game, Real-Time			http://www.mobygames.com/game/koolah	Y													1	
DOS03034	12536	KOPS	KOPS	KOPS (1996).zip	KOPS	1996	Freeware	Jetro Lauha	Action; Shooter	Side-Scrolling	Arcade, Real-Time, Sci-Fi / Futuristic, Shooter		Theme: Sci-Fi	http://www.mobygames.com/game/kops	Y							VESA						4	Intel i486
DOS06135	56794	Korean Dungeon Boy	Korean Dungeon Boy	Korean Dungeon Boy (1991).zip	KoreanD	1991	Computer War System Soft	Computer War System Soft	Action; First Person Shooter	1st-Person Perspective	Shooter			http://www.mobygames.com/game/korean-dungeon-boy	Y							CGA; Hercules						1	
DOS17220		Korean Soul		Korean Soul (1992).zip	Ksoul	1992	SKC Soft Land	SKC Soft Land	Shooter / Scrolling shoot'em up						Y													1	
DOS07946		Korean Tetris	Korean Tetris	Korean Tetris (1990).zip	KoreaTet	1990	Freeware	Unknown	Puzzle / Falling block puzzle				Genre: Falling block puzzle; Tetris variants	http://nemo838.tistory.com/2183?category=701806	Y													1	
DOS07947		Korean Tetris II	Korean Tetris II	Korean Tetris II (1992).zip	KoreaTe2	1992	Freeware	Unknown	Puzzle / Falling block puzzle				Genre: Falling block puzzle; Tetris variants	http://nemo838.tistory.com/2184?category=701806	Y													1	
DOS03036	4957	Kosmonaut	Kosmonaut	Kosmonaut (1990).zip	Kosmonau	1990	Scandinavian PC Systems	Bluemoon Interactive	Action; Racing & Driving	1st-Person Perspective, 3rd-Person Perspective	Arcade, Sci-Fi / Futuristic		SkyRoads series; Theme: Sci-Fi	http://www.mobygames.com/game/kosmonaut	Y							EGA						1	Intel 80286
DOS06916	75426	Kosynka	Kosynka	Kosynka (1992).zip	Kosynka	1992	Freeware	Unknown	Casino	Top-Down	Cards / Tiles, Turn-based			http://www.mobygames.com/game/kosynka	Y													1	
DOS00178		Kquest	Kquest	Kquest (1988).zip	Kquest	1988	Freeware	K. Small	Action; Interactive Fiction						Y													1	
DOS06136	59351	Kret	Kret	Kret (1991).zip	Kret	1991	Freeware	Andrzej Baka	Action; Puzzle	Top-Down	Puzzle-Solving			http://www.mobygames.com/game/kret	Y							VGA; EGA; Hercules						1	Intel 80286
DOS06917	67366	KrisKros	KrisKros	KrisKros (1992).zip	KrisKros	1992	Freeware	Unknown	Strategy		Puzzle-Solving, Real-Time			http://www.mobygames.com/game/kriskros	Y													4	Intel 80286
DOS06918	66359	Kristor	Kristor	Kristor (1988).zip	Kristor	1988	Loriciels	Loriciels	Action	1st-Person Perspective, 3rd-Person Perspective	Managerial, Real-Time, Sci-Fi / Futuristic, Shooter		Theme: Sci-Fi	http://www.mobygames.com/game/kristor	Y							CGA						1	Intel 8088 / 8086
DOS15480	112540	Krkal 1	Krkal 1	Krkal 1 (1997).zip	Krkal1	1997	Krkal Team	Krkal Team	Puzzle				Soko-Ban variants	http://www.mobygames.com/game/krkal-1	Y													1	
DOS03039	4861	Kronolog: The Nazi Paradox	Kronolog - The Nazi Paradox	Kronolog - The Nazi Paradox (1993).zip	kronolog	1993				3rd-Person Perspective	Post-Apocalyptic			http://www.mobygames.com/game/kronolog-the-nazi-paradox	Y							VGA			Y			1	Intel i386
DOS03041	6197	Krusty's Fun House	Krusty's Fun House	Krusty's Fun House (1992).zip	KrustysF	1992				3rd-Person Perspective, Side-Scrolling	Puzzle-Solving	Licensed Title	Simpsons licensees	http://www.mobygames.com/game/krustys-super-fun-house	Y	Uses vanilla dosbox for mt32						VGA			Y			1	Intel 80286
DOS03042	54272	Krymini	Krymini	Krymini (1991).zip	krymini	1991	Magic Soft	Magic Soft	Puzzle	Top-Down	Puzzle-Solving			http://www.mobygames.com/game/krymini	Y													1	
DOS03043	3281	Krypton Egg	Krypton Egg	Krypton Egg (1994).zip	KryptonE	1996	Computers Communications & Visions	Computers Communications & Visions	Action; Paddle & Pong	Side-Scrolling	Paddle / Pong		Breakout variants	http://www.mobygames.com/game/krypton-egg	Y							VGA						1	Intel i386
DOS15578		Kubix	Kubix	Kubix (1995).zip	Kubix	1995	Game Interactive System	Game Interactive System	Puzzle					https://www.old-games.ru/game/8358.html	Y													1	
DOS03044	30700	Kung Fu Louie Vs. The Martial Art Posse	Kung Fu Louie Vs. The Martial Art Posse	Kung Fu Louie Vs. The Martial Art Posse (1989).zip	KungFuLo	1989	Elite Software	Elite Software	Action; Beat 'em Up; Fighting	Side-Scrolling	Fighting, Martial Arts		Genre: Beat 'em up / Brawler	http://www.mobygames.com/game/kung-fu-louie-vs-the-martial-art-posse	Y							EGA						1	Intel 80286
DOS03045	34223	Kurtan	Kurtan	Kurtan (1990).zip	Kurtan	1990	TbiliSoft	TbiliSoft	Action; Puzzle	Top-Down	Puzzle-Solving			http://www.mobygames.com/game/kurtan	Y							EGA; EGA (Tweaked)						1	Intel 80286
DOS06137	58931	Kurt's Spaced Invaders	Kurt's Spaced Invaders	Kurt's Spaced Invaders (1995).zip	KurtsS	1995	Freeware	Kurt W. Dekker	Action; Shooter / Fixed-screen shoot'em up		Arcade, Sci-Fi / Futuristic, Shooter		Genre: Fixed-screen shoot 'em up; Space Invaders variants	http://www.mobygames.com/game/kurts-spaced-invaders	Y													1	
DOS08014		Kuwait Assault	Kuwait Assault	Kuwait Assault (1991).zip	KuwaitAs	1991	Proein Software	OMK Software	Action; Shooter						Y													1	
DOS03046	16611	Kwik Snax	Kwik Snax	Kwik Snax (1993).zip	KwikSnax	1993	Codemasters	Codemasters	Action; Puzzle	Top-Down			Dizzy series	http://www.mobygames.com/game/kwik-snax	Y							VGA; EGA	320x200					1	
DOS06930	66901	L. Runner II	L. Runner II	L. Runner II (1992).zip	LRunn2	1992	Freeware	VJV Software	Platform; Puzzle	3rd-Person Perspective, Platform	Puzzle-Solving			http://www.mobygames.com/game/l-runner-ii	Y													1	
DOS03051	41025	L.A. Blaster	L.A. Blaster	L.A. Blaster (1996).zip	LABlaste	1996	CDV Software GmbH	Cryo Interactive Entertainment	Action; Racing & Driving; Shooter	3rd-Person Perspective	Shooter			http://www.mobygames.com/game/la-blaster	Y	CD Audio, no midi						VGA						1	Intel Pentium
DOS03056	5291	L.A. Crackdown	LA Crackdown	L.A. Crackdown (1988).zip	lacrack	1988	Epyx, Inc.	Nexa Corporation	Adventure; Strategy		Puzzle-Solving		Genre: Mystery	http://www.mobygames.com/game/la-crackdown	Y							CGA						1	Intel 8088 / 8086
DOS03066	32088	L.A. Law: The Computer Game	L.A. Law - The Computer Game	L.A. Law - The Computer Game (1992).zip	lalaw	1992	Capstone Software	Synergistic Software, Inc.	Adventure			Licensed Title	Genre: Mystery	http://www.mobygames.com/game/la-law-the-computer-game	Y							VGA; EGA			Y			1	Intel 80286
DOS03047	1546	L5RC	L5RC	L5RC (1998).zip	L5RC	1998	Freeware	CoGS: Digital Amusements	Action; Puzzle		Puzzle-Solving			http://www.mobygames.com/game/l5rc	Y													1	
DOS03048	14113	La Abadía del Crimen	Abadia del Crimen, La	Abadia del Crimen, La (1987).zip	Abadia	1987	Opera Soft S.A.	Opera Soft S.A.	Adventure	3rd-Person Perspective, Isometric	Fantasy			http://www.mobygames.com/game/la-abada-del-crimen	Y							CGA						1	
DOS08026		La Abadía del Crimen (Remake)	Abadia del Crimen, La	Abadia del Crimen, La (2000).zip	Abadia2	2000	Opera Soft S.A.	Opera Soft S.A.	Adventure						Y													1	
DOS03055	20399	La Corona Mágica	Corona Magica, La	Corona Magica, La (1990).zip	LaCorona	1990	OMK Software	OMK Software	Action; Fighting	3rd-Person Perspective	Arcade, Fantasy, Fighting	Licensed Title	Theme: Fantasy	http://www.mobygames.com/game/la-corona-mgica	Y							CGA; VGA; EGA						1	
DOS00260	70728	La Cosa Nostra	Cosa Nostra, La	Cosa Nostra, La (1994).zip	LaCosa	1995	Slade 3D Software	Slade 3D Software	Action; First Person Shooter					http://www.mobygames.com/game/la-cosa-nostra	Y	pie in the sky						VGA						1	Intel i486
DOS15579		La Cueva del Dragon	Cueva del Dragon, La	Cueva del Dragon, La (1990).zip	LaCueva	1990	Ediciones Manali, S.A.	Ediciones Manali, S.A.	Action				Theme: Fantasy	https://www.old-games.ru/game/5174.html	Y													1	
DOS03062	34132	La Espada Sagrada	Espada Sagrada, La	Espada Sagrada, La (1990).zip	LaEspada	1990	Topo Soft	Topo Soft	Action; Platform	3rd-Person Perspective, Side-Scrolling	Arcade			http://www.mobygames.com/game/la-espada-sagrada	Y													1	
DOS15580		La Historia Inolvidable	Historia Inolvidable, La	Historia Inolvidable, La (1991).zip	LaHistor	1991	Ediciones Manali, S.A.	Ediciones Manali, S.A.	Action; Shooter / Scrolling shoot'em up				Genre: Scrolling shoot 'em up	https://www.old-games.ru/game/6477.html	Y													1	
DOS15581		La Leyenda del Vikingo	Leyenda del Vikingo, La	Leyenda del Vikingo, La (1991).zip	LaLeyend	1991	Ediciones Manali, S.A.	AGD	Action; Arcade					https://www.old-games.ru/game/5543.html	Y													1	
DOS08015		La Vuelta Ciclista 2000	Vuelta Ciclista 2000, La	Vuelta Ciclista 2000, La (2000).zip	LaVuelta	2000	Hollywood Publishing	HazA	Construction and Management Simulation; Sports						Y													1	
DOS17518		Labrynth		Labrynth (1994).zip	Laby94	1994	Freeware	Lunatic Fringe	Role-Playing				Theme: Fantasy		Y													1	
DOS16043		Labrynth of Zeux	Labrynth of Zeux	Labrynth of Zeux (1996).zip	LabZeux	1996	Freeware	Software Visions	Action; Puzzle / Maze; Strategy				Genre: Labyrinth / Maze		Y													1	
DOS17517		Labyrinth		Labyrinth (1983).zip	laby83	1983	Ninga Software Corporation	Ninga Software Corporation	Puzzle						Y													1	
DOS07398	70164	Labyrinth (1986)	Labyrinth	Labyrinth (1986).zip	Labyri86	1986	Freeware	Lewis Haupt	Puzzle / Maze				Genre: Labyrinth / Maze	http://www.mobygames.com/game/labyrinth_________	Y													1	Intel 8088 / 8086
DOS03052	52836	Labyrinth (1987)	Labyrinth	Labyrinth (1987).zip	Labyrint	1987	Freeware	M Systems Israel	Action; Puzzle / Maze	3rd-Person Perspective, Top-Down	Puzzle-Solving		Genre: Labyrinth / Maze	http://www.mobygames.com/game/labyrinth_____	Y							CGA; Hercules						1	Intel 8088 / 8086
DOS15582		Labyrinth (1992)	Labyrinth	Labyrinth (1992).zip	Labyr92	1992	Freeware	S.V. Belyaev	Puzzle				Soko-Ban variants	https://www.old-games.ru/game/6472.html	Y													1	
DOS15583		Labyrinth of Light	Labyrinth of Light	Labyrinth of Light (1994).zip	LabyroLi	1994	Megadream Software	Dongleware Verlags GmbH	Puzzle					https://www.old-games.ru/game/5722.html	Y													1	
DOS06919	69764	Lada: The Ultimate Challenge	Lada - The Ultimate Challenge	Lada - The Ultimate Challenge (1996).zip	Lada96	1996	Freeware	Unknown	Action; Racing & Driving; Shooter	Top-Down	Shooter		Genre: Car / motorcycle combat	http://www.mobygames.com/game/lada-the-ultimate-challenge	Y							VGA						1	Intel i386
DOS03057	50356	Ladder Man I-III	Ladder Man	Ladder Man (1992).zip	ladderma	1995	Soleau Software, Inc.	Soleau Software, Inc.	Platform; Strategy	3rd-Person Perspective, Platform	Puzzle-Solving			http://www.mobygames.com/game/ladder-man-i	Y							VGA; EGA						5	
DOS06920	74526	LadyBug	LadyBug	LadyBug (2008).zip	LadyBug	2008	Freeware	Unknown	Action	3rd-Person Perspective, Top-Down	Arcade		Pac-Man variants	http://www.mobygames.com/game/lady-bug_	Y							VGA						1	
DOS03064	21936	L'affaire Morlov	Affaire Morlov, L'	Affaire Morlov, L' (1995).zip	morlov	1996	Titus Software Corporation	CPIO Multimédia	Adventure	1st-Person Perspective	Detective / Mystery, Interactive Movie		Genre: Mystery	http://www.mobygames.com/game/laffaire-morlov	Y							VESA; SuperVGA						1	Intel i386 DX
DOS03063	36138	L'Affaire...	Affaire, L'	Affaire, L' (1986).zip	Laffr86	1986				1st-Person Perspective	Detective / Mystery		Genre: Mystery	http://www.mobygames.com/game/laffaire	Y	check hargle ftp						CGA; Hercules						1	Intel 8088 / 8086
DOS06138	293	Lagaf': Les Aventures de Moktar - Vol 1: La Zoubida	Lagaf - Les Aventures de Moktar - Vol 1 - La Zoubida	Lagaf - Les Aventures de Moktar - Vol 1 - La Zoubida (1991).zip	LagafLes	1991	Titus Software Corporation	Titus Software	Action; Platform	Platform, Side-Scrolling		Licensed Title	Titus the Fox versions	http://www.mobygames.com/game/lagaf-les-aventures-de-moktar-vol-1-la-zoubida	Y							VGA; VGA (Tweaked)						1	Intel 80286
DOS03065	614	Lakers versus Celtics and the NBA Playoffs	Lakers versus Celtics and the NBA Playoffs	Lakers versus Celtics and the NBA Playoffs (1989).zip	Lakersve	1989	Electronic Arts, Inc.	Electronic Arts, Inc.	Sports / Basketball	3rd-Person Perspective		Licensed Title	NBA licensees; Sports: Basketball	http://www.mobygames.com/game/lakers-versus-celtics-and-the-nba-playoffs	Y							CGA; EGA; Tandy / PCjr			Y			2	Intel 8088 / 8086
DOS06308		Lala Prologue	Lala Prologue	Lala Prologue (2012).zip	lalapro	2012	Freeware	The Mojon Twins	Action; Platform	Platform					Y													1	
DOS03067	783	Lamborghini: American Challenge	Lamborghini - American Challenge	Lamborghini - American Challenge (1992).zip	Lamborgh	1992	Titus Software Corporation	Titus Software	Arcade; Racing & Driving; Vehicle Simulation	3rd-Person Perspective	Arcade		Crazy Cars series	http://www.mobygames.com/game/lamborghini-american-challenge	Y							VGA; EGA; VGA (Tweaked); MCGA						2	Intel 8088 / 8086
DOS03068	8491	Lamers	Lamers	Lamers (1992).zip	Lamers	1992	Cocktail Soft	Cocktail Soft	Action; Shooter	Side-Scrolling	Shooter		Lemmings variants	http://www.mobygames.com/game/lamers	Y													1	
DOS03069	7307	Lancelot	Lancelot	Lancelot (1988).zip	lancelot	1988	Datasoft, Inc.	Level 9 Computing, Ltd.	Adventure; Interactive Fiction		Fantasy, Interactive Fiction with Graphics		King Arthur / Camelot games; Theme: Fantasy	http://www.mobygames.com/game/lancelot	Y							CGA; EGA; Hercules; CGA (Tweaked)						1	Intel 8088 / 8086
DOS15173		Land Of Devastation	Land Of Devastation	Land Of Devastation (1996).zip	LandODev	1996	Freeware	Scott M. Baker	Strategy				BBS Door games		Y													1	
DOS03070	23837	Landing Party	Landing Party	Landing Party (1989).zip	landpart	1989	PC-SIG	Rick Pitel	Adventure; Interactive Fiction		Interactive Fiction, Sci-Fi / Futuristic, Turn-based		Theme: Sci-Fi	http://www.mobygames.com/game/landing-party	Y													1	
DOS03074	491	Lands of Lore: Guardians of Destiny	Lands of Lore - Guardians of Destiny	Lands of Lore - Guardians of Destiny (1997).zip	LLGD	1997				1st-Person Perspective	Fantasy		Lands of Lore series; Theme: Fantasy	http://www.mobygames.com/game/lands-of-lore-guardians-of-destiny	Y						Y	VGA; SuperVGA; MCGA		Y	Y			1	Intel i486 DX2
